name,price,socket_type,memory_type,created_at
인텔 코어i9-9세대 9900 (커피레이크-R),734200,1151V2,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-4세대 5950X (버미어),735000,AMD4,DDR4,2026-06-08 23:55:36.427190
인텔 제온 E3-1275V6 (카비레이크),736000,1151,,2026-06-08 23:55:36.427190
인텔 코어i9-9세대 9900KF (커피레이크-R),738900,1151V2,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4208 (캐스케이드레이크),740000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-5세대 7950X3D (라파엘),747660,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 제온 E 2176G (커피레이크),749990,1151V2,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠7-4세대 5800X3D (버미어),750000,AMD4,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-9세대 9900K (커피레이크-R),750000,1151V2,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9 PRO 7945 (라파엘),751890,AMD5,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠9-4세대 5900X (버미어),759000,AMD4,DDR4,2026-06-08 23:55:36.427190
인텔 코어i7-13세대 13700T (랩터레이크),760990,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i7-14세대 14700T (랩터레이크 리프레시),761000,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-12세대 12900KS (엘더레이크),763400,1700,DDR5,2026-06-08 23:55:36.427190
인텔 제온 E5-2630 v4 (브로드웰-EP),770000,2011,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-3세대 3900XT (마티스),780200,AMD4,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-6세대 9950X (그래니트 릿지),802970,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-13세대 13900F (랩터레이크),805000,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-14세대 14900F (랩터레이크 리프레시),815400,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-14세대 14900K (랩터레이크 리프레시),817000,1700,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠9-5세대 7900X3D (라파엘),829600,AMD5,DDR5,2026-06-08 23:55:36.427190
AMD EPYC 4584PX (라파엘),836440,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-14세대 14900 (랩터레이크 리프레시),844390,1700,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠9-6세대 9900X3D (그래니트 릿지),846980,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-10세대 10900K (코멧레이크S),850000,1200,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-12세대 12900F (엘더레이크),854700,1700,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4210 (캐스케이드레이크),869990,3647,DDR4,2026-06-08 23:55:36.427190
AMD EPYC 4585PX (그라도),881460,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 코어X-시리즈 i9-9940X (스카이레이크),890000,2066,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-12세대 12900K (엘더레이크),899890,1700,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),909000,SWRX8,DDR4,2026-06-08 23:55:36.427190
인텔 코어 울트라9 시리즈2 285K (애로우레이크),914960,1851,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 2950X (콜팩스),915510,TR4,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠5-4세대 5600X (버미어),930000,AMD4,DDR4,2026-06-08 23:55:36.427190
인텔 코어 울트라9 시리즈2 285 (애로우레이크),933890,1851,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4309Y (아이스레이크),973880,4189,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-13세대 13900T (랩터레이크),973990,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-12세대 12900T (엘더레이크),974000,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어i9-14세대 14900T (랩터레이크 리프레시),978990,1700,DDR5,2026-06-08 23:55:36.427190
인텔 코어 울트라9 시리즈2 285T (애로우레이크),986620,1851,DDR5,2026-06-08 23:55:36.427190
인텔 코어X-시리즈 i9-10900X (캐스케이드레이크),996390,2066,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4114 (스카이레이크),1010000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-13세대 13900 (랩터레이크),1011750,1700,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 3960X (캐슬 픽),1013100,STRX4,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-14세대 14900KS (랩터레이크 리프레시),1036600,1700,DDR5,2026-06-08 23:55:36.427190
AMD EPYC 7302P (롬),1049670,,DDR4,2026-06-08 23:55:36.427190
인텔 코어X-시리즈 i9-10920X (캐스케이드레이크),1151050,2066,DDR4,2026-06-08 23:55:36.427190
인텔 코어i9-13세대 13900KS (랩터레이크),1156700,1700,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4214 (캐스케이드레이크),1216410,3647,DDR4,2026-06-08 23:55:36.427190
AMD EPYC 7313 (밀라노),1250000,,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-6세대 9950X3D (그래니트 릿지),1272000,AMD5,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4215 (캐스케이드레이크),1277400,3647,DDR4,2026-06-08 23:55:36.427190
인텔 코어i7-8세대 8086K (커피레이크),1302150,1151V2,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 1900X (화이트헤븐),1337560,TR4,DDR4,2026-06-08 23:55:36.427190
인텔 코어X-시리즈 i9-10940X (캐스케이드레이크),1347210,2066,DDR4,2026-06-08 23:55:36.427190
AMD EPYC 7313P (밀라노),1350000,,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠9-6세대 9950X3D2 (그래니트 릿지),1411350,AMD5,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠9-5세대 7950X (라파엘),1500000,AMD5,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 2990WX (콜팩스),1563030,TR4,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4216 (캐스케이드레이크),1613000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 5955WX (샤갈 프로),1628540,SWRX8,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 7960X (스톰 픽),1935280,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4314 (아이스레이크),1976000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4310 (아이스레이크),1977000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6242R (캐스케이드레이크),1980000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4316 (아이스레이크),1982840,4189,DDR4,2026-06-08 23:55:36.427190
AMD EPYC 7302 (롬),2012950,,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 5965WX (샤갈 프로),2100000,SWRX8,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 3975WX (캐슬 픽-W),2157600,SWRX8,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 9960X (시마다 픽),2324900,,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 2970WX (콜팩스),2350000,TR4,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 7955WX (스톰 픽),2398700,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5317 (아이스레이크),2532000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5222 (캐스케이드레이크),2576000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 9955WX (시마다 픽),2577460,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6326 (아이스레이크),2652370,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 3970X (캐슬 픽),2655050,STRX4,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5220 (캐스케이드레이크),2716000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5318Y (아이스레이크),2720350,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5318H (쿠퍼레이크),2800400,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5218 (캐스케이드레이크),2814000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 실버 4116 (스카이레이크),2889490,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5318N (아이스레이크),2937980,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5320H (쿠퍼레이크),2996420,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 w5-2465X (사파이어 래피드),3059700,,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 5975WX (샤갈 프로),3114000,SWRX8,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5315Y (아이스레이크),3146000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5320 (아이스레이크),3153170,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5318S (아이스레이크),3253540,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6230 (캐스케이드레이크),3410000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6330 (아이스레이크),3410200,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5320T (아이스레이크),3482040,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6140 (스카이레이크),3485000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 w5-3435X (사파이어 래피드),3549760,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6336Y (아이스레이크),3711160,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6152 (스카이레이크),3760000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 7970X (스톰 픽),3790000,,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 9970X (시마다 픽),3889980,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6312U (아이스레이크),3940000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6234 (캐스케이드레이크),4020800,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5122 (스카이레이크),4090770,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽),4234470,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6142 (스카이레이크),4244000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6134 (스카이레이크),4292000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6330H (쿠퍼레이크),4433000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6240 (캐스케이드레이크),4438000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6334 (아이스레이크),4461370,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 5120 (스카이레이크),4476000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 9965WX (시마다 픽),4533800,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6346 (아이스레이크),4539990,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6526Y (에메랄드 래피드),4550000,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6242 (캐스케이드레이크),4592900,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6254 (캐스케이드레이크),4741430,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6348H (쿠퍼레이크),4787810,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6354 (아이스레이크),4842220,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 w7-3465X (사파이어 래피드),4865910,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6330N (아이스레이크),5066000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6338T,5145790,,,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6148 (스카이레이크),5199980,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6338N,5255280,,,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6338N (아이스레이크),5255280,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6314U (아이스레이크),5331880,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6342 (아이스레이크),5393570,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6238 (캐스케이드레이크),5499600,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6128 (스카이레이크),5529000,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6248 (캐스케이드레이크),5576400,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6138 (스카이레이크),5879900,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 7975WX (스톰 픽),6114780,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6338 (아이스레이크),6330000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8354H (쿠퍼레이크),6365610,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6130 (스카이레이크),6373000,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 9975WX (시마다 픽),6496990,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6338T (아이스레이크),6614000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8351N (아이스레이크),6637650,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 7980X (스톰 픽),6919990,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6252 (캐스케이드레이크),7080200,3647,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6348 (아이스레이크),7203480,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8360H (쿠퍼레이크),7344940,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8353H (쿠퍼레이크),7459000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8352V (아이스레이크),7508160,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8352Y (아이스레이크),7508160,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 5995WX (샤갈 프로),7607810,SWRX8,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 9980X (시마다 픽),7749990,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8358P (아이스레이크),8433080,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8358 (아이스레이크),8487490,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8356H (쿠퍼레이크),8584000,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8352S (아이스레이크),8596300,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 골드 6328HL (쿠퍼레이크),8737760,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8360Y (아이스레이크),9738850,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 7985WX (스톰 픽),9869880,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8568Y+ (에메랄드 래피드),10141750,,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 9985WX (시마다 픽),12300000,,DDR5,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 3995WX (캐슬 픽-W),12500000,SWRX8,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8368 (아이스레이크),12731230,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8360HL (쿠퍼레이크),12731230,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 7995WX (스톰 픽),14142380,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8368Q (아이스레이크),14472250,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8380H (쿠퍼레이크),17192600,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8280L (캐스케이드레이크),17862900,3647,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠 스레드리퍼 PRO 9995WX (시마다 픽),18396030,,DDR5,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8380 (아이스레이크),19042440,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8376HL (쿠퍼레이크),20130580,4189,DDR4,2026-06-08 23:55:36.427190
인텔 제온 스케일러블 플래티넘 8380HL (쿠퍼레이크),21653970,4189,DDR4,2026-06-08 23:55:36.427190
AMD 라이젠7-4세대 5700X (버미어),39200000,AMD4,DDR4,2026-06-08 23:55:36.427190
